"January 1, 2026 - March 31, 2026 compared to October 1, 2025 - December 31, 2025",,,,,,,,,,,,,,,,,,,,
Account name,Customer ID,Campaign,Search term,Search terms match type,Search keyword,Search keyword match type,Clicks,Clicks (Compare to),Clicks (Change),Clicks (Change %),Currency code,Cost,Cost (Compare to),Cost (Change),Cost (Change %),Impr.,Impr. (Compare to),Impr. (Change),Impr. (Change %),Campaign Type
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_REMIXBrandGoogleEXT_YES,oikos remix,Exact match,oikos remix,Exact match,1 448,0,1 448, +∞,USD,"4963,22",0,"4963,22", +∞,6 735,0,6 735, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,healthiest protein shakes,Exact match (close variant),best protein shakes,Exact match,1 300,0,1 300, +∞,USD,"4185,97",0,"4185,97", +∞,12 142,0,12 142, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein drinks,Exact match (close variant),protein drinks,Exact match,1 295,0,1 295, +∞,USD,"4306,43",0,"4306,43", +∞,12 177,0,12 177, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,protein shake,Exact match,protein shake,Exact match,1 163,0,1 163, +∞,USD,"4108,78",0,"4108,78", +∞,39 373,0,39 373, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGooglePHR_YES,glp1r protein,Phrase match (close variant),glp1 protein,Phrase match,1 062,0,1 062, +∞,USD,"921,4",0,"921,4", +∞,1 596,0,1 596, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,healthy protein shakes,Exact match (close variant),protein shake,Exact match,1 043,0,1 043, +∞,USD,"3500,72",0,"3500,72", +∞,9 895,0,9 895, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos protein shakes,Exact match (close variant),oikos shake,Exact match,1 042,0,1 042, +∞,USD,"6326,44",0,"6326,44", +∞,4 337,0,4 337, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,triple zero greek yogurt,Exact match (close variant),triple zero yogurt,Exact match,999,0,999, +∞,USD,"2792,89",0,"2792,89", +∞,5 361,0,5 361, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein drink,Exact match (close variant),protein drinks,Exact match,896,0,896, +∞,USD,"3007,1",0,"3007,1", +∞,6 426,0,6 426, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,high protein snacks,Exact match (close variant),high protein snack ideas,Exact match,824,0,824, +∞,USD,"3893,74",0,"3893,74", +∞,21 669,0,21 669, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,chobani yogurt,Exact match,chobani yogurt,Exact match,782,0,782, +∞,USD,"3618,74",0,"3618,74", +∞,26 724,0,26 724, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBBrandGoogleEXT_YES,oikos pro,Exact match (close variant),oikos pro plain yogurt,Exact match,752,0,752, +∞,USD,"4614,39",0,"4614,39", +∞,3 524,0,3 524, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGooglePHR_YES,oikos protein shake,Exact match (close variant),Oikos Fusion Drink,Phrase match,687,0,687, +∞,USD,"4394,61",0,"4394,61", +∞,3 838,0,3 838, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best tasting protein shake,Exact match (close variant),best flavored protein shakes,Exact match,651,0,651, +∞,USD,"2166,43",0,"2166,43", +∞,7 677,0,7 677, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein shake,Exact match (close variant),protein shake,Exact match,620,0,620, +∞,USD,"2124,59",0,"2124,59", +∞,8 196,0,8 196, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,oikos greek yogurt,Exact match (close variant),oikos,Exact match,601,0,601, +∞,USD,"3405,79",0,"3405,79", +∞,5 161,0,5 161, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,high protein drinks,Exact match (close variant),protein drinks,Exact match,558,0,558, +∞,USD,"1896,25",0,"1896,25", +∞,5 417,0,5 417, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos protein drink,Exact match (close variant),oikos shake nutrition,Exact match,557,0,557, +∞,USD,"3014,35",0,"3014,35", +∞,3 482,0,3 482, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is the best protein shake,Exact match (close variant),best protein shakes,Exact match,544,0,544, +∞,USD,"1890,28",0,"1890,28", +∞,3 207,0,3 207, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos chocolate protein shake,Exact match,oikos chocolate protein shake,Exact match,534,0,534, +∞,USD,"2718,93",0,"2718,93", +∞,2 980,0,2 980, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,protein yogurt,Exact match (close variant),which yogurt is high in protein,Exact match,517,0,517, +∞,USD,"3575,2",0,"3575,2", +∞,12 002,0,12 002, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,what is the best protein drink,Exact match (close variant),best protein shakes,Exact match,514,0,514, +∞,USD,"1842,48",0,"1842,48", +∞,2 258,0,2 258, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein drinks for muscle gain,Exact match (close variant),protein shakes for muscle gain,Exact match,511,0,511, +∞,USD,"1807,15",0,"1807,15", +∞,2 754,0,2 754, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,oikos yogurt drink,Exact match (close variant),oikos pro,Exact match,494,0,494, +∞,USD,"2255,74",0,"2255,74", +∞,5 735,0,5 735, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,chobani,Exact match,chobani,Exact match,488,0,488, +∞,USD,"2349,54",0,"2349,54", +∞,13 150,0,13 150, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein drinks,Exact match,premier protein drinks,Exact match,480,0,480, +∞,USD,"1632,93",0,"1632,93", +∞,6 636,0,6 636, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,protein drink,Exact match (close variant),protein drinks,Exact match,469,0,469, +∞,USD,"1730,24",0,"1730,24", +∞,10 415,0,10 415, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos protein shake nutrition facts,Exact match (close variant),oikos shake nutrition,Exact match,454,0,454, +∞,USD,"2818,87",0,"2818,87", +∞,2 647,0,2 647, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionGenericGooglePHR_YES,cold water for weight loss,Phrase match (close variant),weight loss hydration,Phrase match,444,0,444, +∞,USD,"287,11",0,"287,11", +∞,569,0,569, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,high protein yogurt,Exact match (close variant),which yogurt is high in protein,Exact match,434,0,434, +∞,USD,"2927,81",0,"2927,81", +∞,4 127,0,4 127, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBBrandGoogleEXT_YES,oikos pro yogurt,Exact match (close variant),oikos pro plain yogurt,Exact match,421,0,421, +∞,USD,"2775,91",0,"2775,91", +∞,2 193,0,2 193, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos vanilla protein shake,Exact match,oikos vanilla protein shake,Exact match,420,0,420, +∞,USD,"2482,09",0,"2482,09", +∞,2 708,0,2 708, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_YogurtBrandGoogleEXT_YES,yogurt oikos,Exact match (close variant),oikos greek,Exact match,419,0,419, +∞,USD,"2547,86",0,"2547,86", +∞,4 023,0,4 023, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos 30g protein shake,Exact match,oikos 30g protein shake,Exact match,406,0,406, +∞,USD,"1906,56",0,"1906,56", +∞,1 969,0,1 969, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos protein drink,Exact match (close variant),Oikos Fusion Drink,Exact match,405,0,405, +∞,USD,"2571,33",0,"2571,33", +∞,2 924,0,2 924, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos protein shakes,Exact match (close variant),Oikos Fusion Drink,Exact match,399,0,399, +∞,USD,"2808,68",0,"2808,68", +∞,2 372,0,2 372, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos yogurt triple zero,Exact match (close variant),triple zero yogurt,Exact match,393,0,393, +∞,USD,"1399,62",0,"1399,62", +∞,3 006,0,3 006, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein shake,Exact match (close variant),premier protein,Exact match,367,0,367, +∞,USD,"1237,78",0,"1237,78", +∞,10 005,0,10 005, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,greek yogurt protein,Exact match,greek yogurt protein,Exact match,361,0,361, +∞,USD,"1275,47",0,"1275,47", +∞,7 790,0,7 790, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,muscle milk protein shake,Exact match,muscle milk protein shake,Exact match,357,0,357, +∞,USD,"1243,48",0,"1243,48", +∞,10 963,0,10 963, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,protein yogurt oikos,Exact match (close variant),oikos yogurt,Exact match,354,0,354, +∞,USD,"2112,75",0,"2112,75", +∞,4 803,0,4 803, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos shake,Exact match,oikos shake,Exact match,351,0,351, +∞,USD,"1732,64",0,"1732,64", +∞,2 187,0,2 187, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos triple zero flavors,Exact match (close variant),oikos triple zero,Exact match,345,0,345, +∞,USD,"530,45",0,"530,45", +∞,1 036,0,1 036, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBBrandGoogleEXT_YES,oikos protein,Exact match (close variant),oikos pro plain yogurt,Exact match,342,0,342, +∞,USD,"1822,28",0,"1822,28", +∞,3 461,0,3 461, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos triple zero greek yogurt,Exact match,oikos triple zero greek yogurt,Exact match,332,0,332, +∞,USD,"1025,86",0,"1025,86", +∞,1 923,0,1 923, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,high protein shakes,Exact match,high protein shakes,Exact match,330,0,330, +∞,USD,"1185,34",0,"1185,34", +∞,5 009,0,5 009, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos protein,Exact match (close variant),oikos shake,Exact match,326,0,326, +∞,USD,"2276,79",0,"2276,79", +∞,3 014,0,3 014, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBBrandGoogleEXT_YES,oikos yogurt protein,Exact match (close variant),oikos protein yogurt,Exact match,303,0,303, +∞,USD,"1653,13",0,"1653,13", +∞,3 917,0,3 917, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos zero yogurt,Exact match (close variant),triple zero yogurt,Exact match,302,0,302, +∞,USD,"892,13",0,"892,13", +∞,1 923,0,1 923, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_REMIXBrandGoogleEXT_YES,oikos remix yogurt,Exact match (close variant),oikos remix,Exact match,298,0,298, +∞,USD,"1024,16",0,"1024,16", +∞,1 610,0,1 610, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_YogurtBrandGoogleEXT_YES,is oikos greek yogurt,Exact match (close variant),oikos greek,Exact match,297,0,297, +∞,USD,"2086,6",0,"2086,6", +∞,5 434,0,5 434, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein shake for muscle gain,Exact match (close variant),protein shakes for muscle gain,Exact match,297,0,297, +∞,USD,"1067,31",0,"1067,31", +∞,2 020,0,2 020, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,protein shakes near me,Exact match,protein shakes near me,Exact match,289,0,289, +∞,USD,"1028,98",0,"1028,98", +∞,5 484,0,5 484, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,healthy protein drinks,Exact match (close variant),protein drinks,Exact match,283,0,283, +∞,USD,"928,13",0,"928,13", +∞,1 965,0,1 965, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos protein drink,Exact match (close variant),oikos shake,Exact match,265,0,265, +∞,USD,"1358,96",0,"1358,96", +∞,1 217,0,1 217, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,healthiest protein shake,Exact match (close variant),best protein shakes,Exact match,257,0,257, +∞,USD,"919,82",0,"919,82", +∞,2 363,0,2 363, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanBrandGoogleEXT_YES,oikos salted caramel protein shake,Exact match,oikos salted caramel protein shake,Exact match,256,0,256, +∞,USD,"1189,85",0,"1189,85", +∞,1 522,0,1 522, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,protein smoothie,Exact match (close variant),protein shake,Exact match,249,0,249, +∞,USD,"908,19",0,"908,19", +∞,8 571,0,8 571, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,oikos greek yogurt triple zero,Exact match (close variant),triple zero yogurt,Exact match,248,0,248, +∞,USD,810,0,810, +∞,1 689,0,1 689, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,protein snacks,Exact match (close variant),high protein snack ideas,Exact match,242,0,242, +∞,USD,"1145,34",0,"1145,34", +∞,7 176,0,7 176, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,premier protein drink,Exact match (close variant),premier protein drinks,Exact match,242,0,242, +∞,USD,"853,26",0,"853,26", +∞,3 611,0,3 611, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,zero yogurt,Exact match (close variant),triple zero yogurt,Exact match,233,0,233, +∞,USD,"812,2",0,"812,2", +∞,1 534,0,1 534, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_REMIXBrandGoogleEXT_YES,oikos remix flavors,Exact match (close variant),oikos remix,Exact match,229,0,229, +∞,USD,"434,83",0,"434,83", +∞,652,0,652, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,good protein shakes,Exact match (close variant),protein shake,Exact match,228,0,228, +∞,USD,"750,66",0,"750,66", +∞,3 528,0,3 528, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,the best protein shakes,Exact match (close variant),protein shake,Exact match,227,0,227, +∞,USD,"743,2",0,"743,2", +∞,1 750,0,1 750, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,best protein shakes for muscle gain,Exact match (close variant),protein shakes for muscle gain,Exact match,224,0,224, +∞,USD,"763,16",0,"763,16", +∞,2 143,0,2 143, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanGenericGoogleEXT_YES,healthiest protein drinks,Exact match (close variant),best protein shakes,Exact match,219,0,219, +∞,USD,"770,3",0,"770,3", +∞,1 638,0,1 638, +∞,Generic
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,oikos protein,Exact match (close variant),oikos pro yogurt,Exact match,217,0,217, +∞,USD,"1150,59",0,"1150,59", +∞,2 111,0,2 111, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_TitanConquestingGoogleEXT_YES,core power protein,Exact match (close variant),core power protein shake,Exact match,217,0,217, +∞,USD,"760,99",0,"760,99", +∞,9 351,0,9 351, +∞,Conquesting
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_FusionBrandGoogleEXT_YES,oikos pro drink,Exact match (close variant),Oikos High Protein Fusion Drink,Exact match,213,0,213, +∞,USD,"1778,73",0,"1778,73", +∞,2 450,0,2 450, +∞,Brand
USA_EDP_OIKOS,945-552-9954,USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_YogurtBrandGoogleEXT_YES,greek yogurt oikos,Exact match (close variant),oikos greek,Exact match,211,0,211, +∞,USD,"1264,52",0,"1264,52", +∞,2 715,0,2 715, +∞,Brand
